miRNA	Expression_vlue
hsa-miR-5587-3p	4.7881393E-07
hsa-miR-5588-3p	0.073941154
hsa-miR-5588-5p	0.009709238
hsa-miR-5684	0.19670273
hsa-miR-5689	0.03400886
hsa-miR-5690	0.046478327
hsa-miR-5695	0.43274248
hsa-miR-5703	0.54407404
hsa-miR-570-3p	0.18036281
hsa-miR-570-5p	0.04272019
hsa-miR-5708	0.07708404
hsa-miR-573	0.2621311
hsa-miR-574-3p	49.3969
hsa-miR-574-5p	3.9768673E-05
hsa-miR-578	0.043436328
hsa-miR-579-3p	0.11483633
hsa-miR-579-5p	0.18555397
hsa-miR-581	0.31377312
hsa-miR-582-5p	3.85079
hsa-miR-584-3p	0.29379495
hsa-miR-584-5p	41.7967
hsa-miR-586	0.000000469
hsa-miR-590-3p	2.0747647
hsa-miR-590-5p	7.99855
hsa-miR-592	0.6628944
hsa-miR-598-3p	16.5481
hsa-miR-598-5p	0.016206724
hsa-miR-600	0.29536376
hsa-miR-603	0.020045233
hsa-miR-607	0.081284976
hsa-miR-6087	0.046613593
hsa-miR-610	4.0626451E-05
hsa-miR-6125	0.24616255
hsa-miR-6129	0.023290173
hsa-miR-6130	0.04075834
hsa-miR-615-3p	0.047707054
hsa-miR-615-5p	0.18310405
hsa-miR-616-3p	0.39654797
hsa-miR-616-5p	1.2815758
hsa-miR-618	0.43304785
hsa-miR-624-3p	0.031963231
hsa-miR-624-5p	0.6606524
hsa-miR-627-5p	0.6118908
hsa-miR-628-3p	0.56519686
hsa-miR-628-5p	0.86797843
hsa-miR-629-3p	2.9241934
hsa-miR-629-5p	50.4849
hsa-miR-632	0.13353257
hsa-miR-636	0.11443605
hsa-miR-641	0.042660643
hsa-miR-642a-5p	4.23247
hsa-miR-642b-5p	0.0009264704
hsa-miR-643	0.1083728
hsa-miR-6501-3p	0.16938891
hsa-miR-6501-5p	0.3023126
hsa-miR-6505-3p	0.04015265
hsa-miR-6509-3p	0.028727739
hsa-miR-6510-5p	0.0340593
hsa-miR-6512-5p	0.22391234
hsa-miR-6513-3p	0.1692479
hsa-miR-6513-5p	0.059321376
hsa-miR-6514-5p	0.347686
hsa-miR-6515-5p	0.053140093
hsa-miR-651-5p	2.84181
hsa-miR-6516-3p	0.22551975
hsa-miR-6516-5p	0.18365821
hsa-miR-652-3p	23.7162
hsa-miR-652-5p	0.31956454
hsa-miR-654-3p	38.7367
hsa-miR-654-5p	0.4668661
hsa-miR-655-3p	1.9227209
hsa-miR-660-3p	0.2448783
hsa-miR-660-5p	45.4275
hsa-miR-664a-3p	15.2682
hsa-miR-664a-5p	0.62504183
hsa-miR-664b-3p	2.1665846
hsa-miR-664b-5p	0.15898402
hsa-miR-665	0.20987122
hsa-miR-671-3p	1.366889
hsa-miR-671-5p	1.7557203
hsa-miR-6717-5p	0.17092121
hsa-miR-6720-3p	4.20665
hsa-miR-6720-5p	0.004828008
hsa-miR-6721-5p	0.008936973
hsa-miR-6723-5p	0.0699339
hsa-miR-6726-5p	0.024661607
hsa-miR-6727-5p	0.04344165
hsa-miR-6728-3p	5.718681E-05
hsa-miR-6728-5p	0.19713643
hsa-miR-6729-5p	0.029186943
hsa-miR-6730-3p	0.17868473
hsa-miR-6730-5p	0.28998403
hsa-miR-6734-5p	0.06863045
hsa-miR-6735-5p	0.03049145
hsa-miR-6737-3p	0.016177789
hsa-miR-6738-3p	0.0631419
hsa-miR-6739-3p	0.12700731
hsa-miR-6740-3p	0.039319487
hsa-miR-6740-5p	0.050396656
hsa-miR-6741-5p	0.019820133
hsa-miR-6742-3p	0.06496285
hsa-miR-6742-5p	0.000043103
hsa-miR-6743-3p	0.060679683
hsa-miR-6746-3p	0.10482289
hsa-miR-6746-5p	0.02381384
hsa-miR-6747-3p	0.12166679
hsa-miR-6748-5p	0.091203135
hsa-miR-6749-3p	0.07245613
hsa-miR-6751-3p	0.090637216
hsa-miR-6751-5p	0.11354566
hsa-miR-6752-3p	4.5861626E-07
hsa-miR-6753-3p	0.05401515
hsa-miR-675-3p	102.443
hsa-miR-6754-3p	0.0003643458
hsa-miR-6754-5p	0.06863419
hsa-miR-6755-5p	0.28110764
hsa-miR-675-5p	0.05710029
hsa-miR-6757-3p	0.13086308
hsa-miR-6757-5p	0.05635354
hsa-miR-6758-5p	0.028612996
hsa-miR-6761-3p	0.02369427
hsa-miR-6761-5p	0.35226033
hsa-miR-6763-3p	2.823841858E-05
hsa-miR-6763-5p	0.12224029
hsa-miR-676-3p	0.48371718
hsa-miR-6764-3p	0.029253412
hsa-miR-6764-5p	0.06059616
hsa-miR-6765-3p	0.0021387656
hsa-miR-676-5p	0.33732787
hsa-miR-6766-3p	0.16049484
hsa-miR-6770-3p	6.748189E-05
hsa-miR-6771-5p	0.10837952
hsa-miR-6776-3p	0.06993068
hsa-miR-6777-3p	0.0046172916
hsa-miR-6777-5p	0.29197478
hsa-miR-6779-5p	0.12274141
hsa-miR-6781-5p	0.0003082478
hsa-miR-6782-3p	0.02927276
hsa-miR-6783-3p	0.34618045
hsa-miR-6783-5p	0.18547983
hsa-miR-6784-3p	0.17378413
hsa-miR-6786-3p	0.023180365
hsa-miR-6787-3p	0.068171314
hsa-miR-6787-5p	0.04249701
hsa-miR-6788-5p	0.095434015
hsa-miR-6789-3p	0.015790859
hsa-miR-6789-5p	3.2523464E-05
hsa-miR-6791-3p	0.076830496
hsa-miR-6793-3p	0.10018475
hsa-miR-6793-5p	0.09525936
hsa-miR-6797-3p	0.10603524
hsa-miR-6798-3p	0.5048232
hsa-miR-6799-3p	0.020388205
hsa-miR-6799-5p	0.005412765
hsa-miR-6800-5p	0.14779377
hsa-miR-6801-5p	0.0031182355
hsa-miR-6802-3p	0.112931595
hsa-miR-6802-5p	0.0778938
hsa-miR-6803-3p	0.10527519
hsa-miR-6804-3p	0.034000734
hsa-miR-6805-3p	0.000042183
hsa-miR-6805-5p	0.06182836
hsa-miR-6807-3p	0.06400828
hsa-miR-6807-5p	0.07690573
hsa-miR-6809-3p	0.02031903
hsa-miR-6809-5p	6.2204645E-08
hsa-miR-6812-3p	0.046582258
hsa-miR-6813-5p	0.02355692
hsa-miR-6815-3p	0.5145224
hsa-miR-6816-3p	0.01422877
hsa-miR-6818-5p	0.015014452
hsa-miR-6820-3p	0.56796855
hsa-miR-6821-3p	0.0002575207
hsa-miR-6821-5p	0.02110559
hsa-miR-6824-3p	0.0690109
hsa-miR-6824-5p	0.015841238
hsa-miR-6825-3p	0.0193692795
hsa-miR-6825-5p	0.0318756
hsa-miR-6826-3p	0.007686682
hsa-miR-6832-3p	0.016133268
hsa-miR-6832-5p	0.000041848
hsa-miR-6833-3p	0.0471206
hsa-miR-6833-5p	4.6861626E-07
hsa-miR-6834-3p	3.2602322E-08
hsa-miR-6834-5p	0.18581097
hsa-miR-6837-3p	0.39583997
hsa-miR-6837-5p	0.065435104
hsa-miR-6839-5p	0.1775625
hsa-miR-6842-5p	0.0006651011
hsa-miR-6843-3p	0.3175461
hsa-miR-6846-5p	0.0059935843
hsa-miR-6847-3p	4.0679266E-05
hsa-miR-6847-5p	0.020937876
hsa-miR-6848-3p	0.0053349537
hsa-miR-6848-5p	3.2328127E-05
hsa-miR-6849-3p	0.023702478
hsa-miR-6850-3p	4.2527311E-05
hsa-miR-6850-5p	0.032379831
hsa-miR-6851-5p	0.019817205
hsa-miR-6852-3p	9.190697E-08
hsa-miR-6852-5p	0.09496388
hsa-miR-6855-3p	0.05603741
hsa-miR-6855-5p	0.057089692
hsa-miR-6857-3p	0.104376676
hsa-miR-6858-5p	0.06181833
hsa-miR-6862-5p	0.0019880145
hsa-miR-6864-5p	2.923841858E-05
hsa-miR-6865-3p	0.029387824
hsa-miR-6865-5p	0.0002547656
hsa-miR-6866-3p	0.042631046
hsa-miR-6866-5p	0.014250403
hsa-miR-6869-5p	0.0017768812
hsa-miR-6870-3p	0.05729727
hsa-miR-6871-3p	0.016117072
hsa-miR-6871-5p	0.053920096
hsa-miR-6872-5p	0.004318778
hsa-miR-6873-3p	0.08285646
hsa-miR-6873-5p	1.3920929E-07
hsa-miR-6874-3p	0.20372179
hsa-miR-6875-3p	0.029295188
hsa-miR-6875-5p	0.3545803
hsa-miR-6876-5p	2.323841858E-05
hsa-miR-6877-3p	0.007228685
hsa-miR-6880-3p	0.006248332
hsa-miR-6880-5p	3.2702322E-08
hsa-miR-6882-3p	0.070323466
hsa-miR-6882-5p	0.14727494
hsa-miR-6883-3p	0.085736056
hsa-miR-6883-5p	4.7861626E-07
hsa-miR-6884-3p	0.006553028
hsa-miR-6884-5p	0.051710078
hsa-miR-6885-3p	0.09073063
hsa-miR-6885-5p	0.0017223592
hsa-miR-6886-3p	0.111568294
hsa-miR-6889-3p	0.03232383
hsa-miR-6889-5p	0.0007298842
hsa-miR-6890-5p	0.005539227
hsa-miR-6891-5p	0.11078078
hsa-miR-6892-3p	4.8861626E-07
hsa-miR-6892-5p	1.921402
hsa-miR-6893-3p	0.000026298
hsa-miR-6894-3p	0.22551699
hsa-miR-6894-5p	0.047504776
hsa-miR-6895-3p	0.051739685
hsa-miR-6895-5p	0.0002396127
hsa-miR-708-3p	31.9776
hsa-miR-708-5p	13.7056
hsa-miR-7106-3p	0.006647843
hsa-miR-7106-5p	4.9861626E-07
hsa-miR-7108-3p	4.3864569E-05
hsa-miR-7108-5p	0.04657971
hsa-miR-7109-3p	0.019676088
hsa-miR-7110-3p	0.046551326
hsa-miR-7110-5p	0.0036247765
hsa-miR-7111-3p	0.029186072
hsa-miR-7112-3p	0.228518
hsa-miR-7113-5p	0.12601583
hsa-miR-7-1-3p	3.31515
hsa-miR-744-3p	8.15615
hsa-miR-744-5p	17.383
hsa-miR-7-5p	0.6061045
hsa-miR-760	0.8558931
hsa-miR-7641	0.07206132
hsa-miR-765	0.014890339
hsa-miR-766-3p	7.58095
hsa-miR-766-5p	0.022607696
hsa-miR-767-3p	0.73573925
hsa-miR-769-3p	0.66290855
hsa-miR-769-5p	8.61202
hsa-miR-7703	0.021008094
hsa-miR-7704	4.1381544E-05
hsa-miR-770-5p	0.51428104
hsa-miR-7843-3p	0.06902316
hsa-miR-7844-5p	0.016262978
hsa-miR-7854-3p	0.15774659
hsa-miR-8072	0.010272188
hsa-miR-873-5p	0.046957982
hsa-miR-874-3p	12.4701
hsa-miR-874-5p	0.26847366
hsa-miR-876-3p	0.039814418
hsa-miR-877-3p	0.17495298
hsa-miR-877-5p	0.8109211
hsa-miR-887-3p	2.9221285
hsa-miR-887-5p	0.41354566
hsa-miR-889-3p	11.3057
hsa-miR-892a	0.63635377
hsa-miR-92a-1-5p	2.0266328
hsa-miR-92a-2-5p	0.05302456
hsa-miR-92a-3p	3968.59
hsa-miR-92b-3p	60.4631
hsa-miR-92b-5p	0.10444789
hsa-miR-933	0.02915815
hsa-miR-93-3p	2.9707665
hsa-miR-93-5p	2385.52
hsa-miR-937-3p	1.2850335
hsa-miR-937-5p	0.020344889
hsa-miR-939-3p	0.020789636
hsa-miR-939-5p	0.32228122
hsa-miR-9-3p	5.15253
hsa-miR-940	1.8276055
hsa-miR-942-3p	0.44246506
hsa-miR-942-5p	3.06162
hsa-miR-943	0.032290322
hsa-miR-944	36.5615
hsa-miR-95-3p	3.64512
hsa-miR-95-5p	0.020899365
hsa-miR-9-5p	1015.77
hsa-miR-96-5p	5.5898
hsa-miR-98-3p	1.0904837
hsa-miR-98-5p	14.2719
hsa-miR-99a-3p	1.4299868
hsa-miR-99a-5p	978.363
hsa-miR-99b-3p	15.2799
hsa-miR-99b-5p	8594.62
